VSM?,VSM Sample Name,Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Length (cm),Volume (cm3),Sample type,Test,Request Code,Request number,Sample name,Text ID,Date sample logged,Sample entered by,Location,Comments,Label identifier
x,U1449A001H2026,354,U1449,A,1,H,2,W,26,28,1.76,1.78,1.74,1.76,2,7,CUBE,PMAG,,,PMAG,CUBE6414691,2/7/2015 22:38,NOVAK,JR,,354-U1449A-1H-2-W 26/28-PMAG
x,U1449A001H4080,354,U1449,A,1,H,4,W,80,82,5.35,5.37,5.29,5.31,2,7,CUBE,PMAG,,,PMAG,CUBE6414711,2/7/2015 22:38,NOVAK,JR,,354-U1449A-1H-4-W 80/82-PMAG
x,U1449A001H5044,354,U1449,A,1,H,5,W,44,46,6,6.02,5.933,5.953,2,7,CUBE,PMAG,,,PMAG,CUBE6414721,2/7/2015 22:38,NOVAK,JR,,354-U1449A-1H-5-W 44/46-PMAG
x,U1449A002H1033,354,U1449,A,2,H,1,W,33,35,6.53,6.55,6.528,6.548,2,7,CUBE,PMAG,,,PMAG,CUBE6415791,2/10/2015 0:00,KASTOR,JR,,354-U1449A-2H-1-W 33/35-PMAG
x,U1449A005H1012,354,U1449,A,5,H,1,W,12,14,17.12,17.14,17.12,17.14,2,7,CUBE,PMAG,,,PMAG,CUBE6416201,2/8/2015 6:07,KASTOR,JR,,354-U1449A-5H-1-W 12/14-PMAG
x,U1449A006F1097,354,U1449,A,6,F,1,W,97,99,20.97,20.99,20.904,20.922,2,7,CUBE,PMAG,,,PMAG,CUBE6416691,2/8/2015 8:02,KASTOR,JR,,354-U1449A-6F-1-W 97/99-PMAG
x,U1449A006F3065,354,U1449,A,6,F,3,W,65,67,23.65,23.67,23.401,23.419,2,7,CUBE,PMAG,,,PMAG,CUBE6416701,2/8/2015 8:02,KASTOR,JR,,354-U1449A-6F-3-W 65/67-PMAG
x,U1449A007H2009,354,U1449,A,7,H,2,W,9,11,26.09,26.11,26.09,26.11,2,7,CUBE,PMAG,,,PMAG,CUBE6417041,2/8/2015 10:21,KASTOR,JR,,354-U1449A-7H-2-W 9/11-PMAG
x,U1449A007H4038,354,U1449,A,7,H,4,W,38,40,28.85,28.87,28.85,28.87,2,7,CUBE,PMAG,,,PMAG,CUBE6417051,2/8/2015 10:30,KASTOR,JR,,354-U1449A-7H-4-W 38/40-PMAG
x,U1449A008H1030,354,U1449,A,8,H,1,,30,32,34.3,34.32,34.3,34.32,2,7,CUBE,PMAG,,,PMAG,CUBE6417621,2/8/2015 13:44,JRS_CRUZ,JR,,354-U1449A-8H-1-PMAG
x,U1449A014F2049,354,U1449,A,14,F,2,W,49,51,73.39,73.41,73.39,73.41,2,7,CUBE,PMAG,,,PMAG,CUBE6419161,2/8/2015 19:31,JRS_YOSHIDA,JR,,354-U1449A-14F-2-W 49/51-PMAG
x,U1449A015F2028,354,U1449,A,15,F,2,W,28,30,76.18,76.2,76.18,76.2,2,7,CUBE,PMAG,,,PMAG,CUBE6419921,2/8/2015 20:31,JRS_WILLIAMS,JR,,354-U1449A-15F-2-W 28/30-PMAG
x,U1449A017F1036,354,U1449,A,17,F,1,W,36,38,83.66,83.68,83.634,83.652,2,7,CUBE,PMAG,,,PMAG,CUBE6429481,2/10/2015 8:33,KASTOR,JR,,354-U1449A-17F-1-W 36/38-PMAG
x,U1449A017F2019,354,U1449,A,17,F,2,W,19,21,84.99,85.01,84.866,84.885,2,7,CUBE,PMAG,,,PMAG,CUBE6421041,2/11/2015 5:57,KASTOR,JR,,354-U1449A-17F-2-W 19/21-PMAG
,U1449A018H1095,354,U1449,A,18,H,1,W,95,97,88.95,88.97,88.95,88.97,2,7,CUBE,PMAG,,,PMAG,CUBE6421701,2/9/2015 2:01,JRS_WILLIAMS,JR,,354-U1449A-18H-1-W 95/97-PMAG
,U1449A018H2100,354,U1449,A,18,H,2,W,100,102,90.5,90.52,90.5,90.52,2,7,CUBE,PMAG,MEYN,18462IODP,PMAG,CUBE6421711,2/11/2015 5:58,KASTOR,JR,,354-U1449A-18H-2-W 100/102-PMAG
,U1449A018H4075,354,U1449,A,18,H,4,W,75,77,93.25,93.27,93.25,93.27,2,7,CUBE,PMAG,,,PMAG,CUBE6421721,2/9/2015 2:01,JRS_WILLIAMS,JR,,354-U1449A-18H-4-W 75/77-PMAG
x,U1449A018H6087,354,U1449,A,18,H,6,,87,89,96.37,96.39,96.37,96.39,2,7,CUBE,PMAG,,,PMAG,CUBE6421731,2/9/2015 2:01,JRS_WILLIAMS,JR,,354-U1449A-18H-6-PMAG
,U1449A019H1081,354,U1449,A,19,H,1,W,81,83,98.31,98.33,98.305,98.325,2,7,CUBE,PMAG,,,PMAG,CUBE6422321,2/9/2015 3:43,JRS_WILLIAMS,JR,,354-U1449A-19H-1-W 81/83-PMAG
x,U1449A019H1103,354,U1449,A,19,H,1,W,103,105,98.53,98.55,98.523,98.543,2,7,CUBE,PMAG,,,PMAG,CUBE6422331,2/9/2015 3:43,JRS_WILLIAMS,JR,,354-U1449A-19H-1-W 103/105-PMAG
,U1449A019H3055,354,U1449,A,19,H,3,W,55,57,101.05,101.07,101.026,101.046,2,7,CUBE,PMAG,,,PMAG,CUBE6422351,2/9/2015 3:43,JRS_WILLIAMS,JR,,354-U1449A-19H-3-W 55/57-PMAG
,U1449A019H3055,354,U1449,A,19,H,3,W,55,57,101.05,101.07,101.026,101.046,2,7,CUBE,PMAG,,,PMAG,CUBE6422591,2/9/2015 4:00,JRS_WILLIAMS,JR,,354-U1449A-19H-3-W 55/57-PMAG
,U1449A020H1034,354,U1449,A,20,H,1,W,34,36,105.44,105.46,105.439,105.459,2,7,CUBE,PMAG,,,PMAG,CUBE6423231,2/9/2015 5:25,JRS_WILLIAMS,JR,,354-U1449A-20H-1-W 34/36-PMAG
x,U1449A020H1084,354,U1449,A,20,H,1,W,84,86,105.94,105.96,105.937,105.956,2,7,CUBE,PMAG,,,PMAG,CUBE6423271,2/9/2015 5:43,JRS_WILLIAMS,JR,,354-U1449A-20H-1-W 84/86-PMAG
,U1449A020H3027,354,U1449,A,20,H,3,W,27,29,107.87,107.89,107.859,107.879,2,7,CUBE,PMAG,,,PMAG,CUBE6423251,2/9/2015 5:31,JRS_WILLIAMS,JR,,354-U1449A-20H-3-W 27/29-PMAG
,U1449A020H4121,354,U1449,A,20,H,4,W,121,123,109.64,109.66,109.621,109.641,2,7,CUBE,PMAG,,,PMAG,CUBE6423281,2/9/2015 5:46,JRS_WILLIAMS,JR,,354-U1449A-20H-4-W 121/123-PMAG
,U1449A021H1080,354,U1449,A,21,H,1,W,80,82,110.8,110.82,110.795,110.815,2,7,CUBE,PMAG,,,PMAG,CUBE6424171,2/9/2015 8:02,JRS_WILLIAMS,JR,,354-U1449A-21H-1-W 80/82-PMAG
,U1449A022F2018,354,U1449,A,22,F,2,W,18,20,115.08,115.1,114.96,114.979,2,7,CUBE,PMAG,,,PMAG,CUBE6424781,2/9/2015 10:24,JRS_WILLIAMS,JR,,354-U1449A-22F-2-W 18/20-PMAG
,U1449A022F3084,354,U1449,A,22,F,3,W,83.5,85.5,117.235,117.255,116.963,116.981,2,7,CUBE,PMAG,,,PMAG,CUBE6424791,2/9/2015 10:24,JRS_WILLIAMS,JR,,354-U1449A-22F-3-W 84/86-PMAG
,U1449A023F1144,354,U1449,A,23,F,1,W,144,146,119.54,119.56,119.43,119.448,2,7,CUBE,PMAG,,,PMAG,CUBE6424981,2/9/2015 11:46,JRS_CRUZ,JR,,354-U1449A-23F-1-W 144/146-PMAG
,U1449A023F2012,354,U1449,A,23,F,2,W,12,14,119.72,119.74,119.596,119.614,2,7,CUBE,PMAG,,,PMAG,CUBE6424931,2/9/2015 11:28,JRS_CRUZ,JR,,354-U1449A-23F-2-W 12/14-PMAG
,U1449A024F1074,354,U1449,A,24,F,1,W,74,76,123.54,123.56,123.477,123.495,2,7,CUBE,PMAG,,,PMAG,CUBE6425191,2/9/2015 12:53,JRS_CRUZ,JR,,354-U1449A-24F-1-W 74/76-PMAG
,U1449A024F2044,354,U1449,A,24,F,2,W,44,46,124.74,124.76,124.574,124.593,2,7,CUBE,PMAG,,,PMAG,CUBE6425201,2/9/2015 12:53,JRS_CRUZ,JR,,354-U1449A-24F-2-W 44/46-PMAG
,U1449A025F1078,354,U1449,A,25,F,1,W,78,80,128.28,128.3,128.227,128.246,2,7,CUBE,PMAG,,,PMAG,CUBE6425431,2/9/2015 14:29,JRS_CRUZ,JR,,354-U1449A-25F-1-W 78/80-PMAG
,U1449A025F2035,354,U1449,A,25,F,2,W,35,37,129.35,129.37,129.225,129.244,2,7,CUBE,PMAG,,,PMAG,CUBE6425441,2/9/2015 14:24,JRS_CRUZ,JR,,354-U1449A-25F-2-W 35/37-PMAG
,U1449A026F2069,354,U1449,A,26,F,2,W,69,71,134.39,134.41,134.25,134.269,2,7,CUBE,PMAG,,,PMAG,CUBE6425731,2/9/2015 15:37,JRS_CRUZ,JR,,354-U1449A-26F-2-W 69/71-PMAG
,U1449A026F3035,354,U1449,A,26,F,3,W,35,37,135.43,135.45,135.225,135.243,2,7,CUBE,PMAG,,,PMAG,CUBE6425741,2/9/2015 15:37,JRS_CRUZ,JR,,354-U1449A-26F-3-W 35/37-PMAG
,U1449A027F1044,354,U1449,A,27,F,1,W,44,45,137.34,137.35,137.326,137.336,1,7,CUBE,PMAG,,,PMAG,CUBE6425971,2/9/2015 16:36,JRS_CRUZ,JR,,354-U1449A-27F-1-W 44/45-PMAG
,U1449A028F2012,354,U1449,A,28,F,2,W,12,14,143.22,143.24,143.157,143.177,2,7,CUBE,PMAG,,,PMAG,CUBE6426361,2/9/2015 18:04,JRS_CRUZ,JR,,354-U1449A-28F-2-W 12/14-PMAG
,U1449A028F3057,354,U1449,A,28,F,3,W,57,59,145.17,145.19,145.031,145.05,2,7,CUBE,PMAG,,,PMAG,CUBE6426371,2/9/2015 18:04,JRS_CRUZ,JR,,354-U1449A-28F-3-W 57/59-PMAG
,U1449A028F4004,354,U1449,A,28,F,4,W,4,6,145.74,145.76,145.579,145.599,2,7,CUBE,PMAG,,,PMAG,CUBE6426381,2/9/2015 18:04,JRS_CRUZ,JR,,354-U1449A-28F-4-W 4/6-PMAG
,U1449A029F1082,354,U1449,A,29,F,1,W,82,84,147.12,147.14,147.12,147.14,2,7,CUBE,PMAG,,,PMAG,CUBE6426741,2/9/2015 20:03,JRS_CRUZ,JR,,354-U1449A-29F-1-W 82/84-PMAG
,U1449A038H2077,354,U1449,A,38,H,2,W,77,79,211.97,211.99,211.929,211.948,2,7,CUBE,PMAG,,,PMAG,CUBE6428791,2/10/2015 4:28,JRS_HUYGHE,JR,,354-U1449A-38H-2-W 77/79-PMAG
,U1450A001H1112,354,U1450,A,1,H,1,W,112,114,1.12,1.14,1.117,1.137,2,7,CUBE,PMAG,,,PMAG,CUBE6431611,2/11/2015 2:28,JRS_JIA,JR,,354-U1450A-1H-1-W 112/114-PMAG
,U1450A001H3049,354,U1450,A,1,H,3,W,49,51,3.49,3.51,3.482,3.502,2,7,CUBE,PMAG,,,PMAG,CUBE6431621,2/11/2015 2:28,JRS_JIA,JR,,354-U1450A-1H-3-W 49/51-PMAG
,U1450A001H5101,354,U1450,A,1,H,5,W,101,103,7.01,7.03,6.994,7.014,2,7,CUBE,PMAG,,,PMAG,CUBE6431631,2/11/2015 2:28,JRS_JIA,JR,,354-U1450A-1H-5-W 101/103-PMAG
,U1450A001H6020,354,U1450,A,1,H,6,W,20,22,7.7,7.72,7.683,7.702,2,7,CUBE,PMAG,,,PMAG,CUBE6431641,2/11/2015 2:28,JRS_JIA,JR,,354-U1450A-1H-6-W 20/22-PMAG
,U1450A002H2015,354,U1450,A,2,H,2,W,15,17,9.78,9.8,9.78,9.8,2,7,CUBE,PMAG,,,PMAG,CUBE6431991,2/11/2015 3:50,JRS_WILLIAMS,JR,,354-U1450A-2H-2-W 15/17-PMAG
,U1450A002H2047,354,U1450,A,2,H,2,W,47,49,10.1,10.12,10.1,10.12,2,7,CUBE,PMAG,,,PMAG,CUBE6432001,2/11/2015 3:50,JRS_WILLIAMS,JR,,354-U1450A-2H-2-W 47/49-PMAG
,U1450A008F1127,354,U1450,A,8,F,1,W,127,129,40.27,40.29,40.27,40.29,2,7,CUBE,PMAG,,,PMAG,CUBE6433201,2/11/2015 11:48,JRS_CRUZ,JR,,354-U1450A-8F-1-W 127/129-PMAG
,U1450A014F3045,354,U1450,A,14,F,3,W,45,47,70.82,70.84,70.608,70.627,2,7,CUBE,PMAG,,,PMAG,CUBE6434501,2/11/2015 18:16,JRS_NAJMAN,JR,,354-U1450A-14F-3-W 45/47-PMAG
,U1450A014F4028,354,U1450,A,14,F,4,W,28,30,71.82,71.84,71.547,71.565,2,7,CUBE,PMAG,,,PMAG,CUBE6434511,2/11/2015 18:16,JRS_NAJMAN,JR,,354-U1450A-14F-4-W 28/30-PMAG
,U1450A016F1059,354,U1450,A,16,F,1,W,59,61,77.49,77.51,77.49,77.51,2,7,CUBE,PMAG,,,PMAG,CUBE6434711,2/11/2015 19:44,JRS_SELKIN,JR,,354-U1450A-16F-1-W 59/61-PMAG
,U1450A017F1069,354,U1450,A,17,F,1,W,69,71,82.29,82.31,82.246,82.265,2,7,CUBE,PMAG,,,PMAG,CUBE6435211,2/11/2015 21:47,JRS_SELKIN,JR,,354-U1450A-17F-1-W 69/71-PMAG
,U1450A018F1095,354,U1450,A,18,F,1,W,95,97,87.25,87.27,87.234,87.254,2,7,CUBE,PMAG,,,PMAG,CUBE6435791,2/12/2015 0:40,JRS_SELKIN,JR,,354-U1450A-18F-1-W 95/97-PMAG
,U1450A020F1121,354,U1450,A,20,F,1,W,121,123,97.01,97.03,97.01,97.03,2,7,CUBE,PMAG,,,PMAG,CUBE6435981,2/12/2015 2:56,JRS_SELKIN,JR,,354-U1450A-20F-1-W 121/123-PMAG
,U1450A020F2070,354,U1450,A,20,F,2,W,70,72,98,98.02,98,98.02,2,7,CUBE,PMAG,,,PMAG,CUBE6435991,2/12/2015 2:56,JRS_SELKIN,JR,,354-U1450A-20F-2-W 70/72-PMAG
,U1450A020F3039,354,U1450,A,20,F,3,W,39,41,98.81,98.83,98.81,98.83,2,7,CUBE,PMAG,,,PMAG,CUBE6436001,2/12/2015 2:56,JRS_SELKIN,JR,,354-U1450A-20F-3-W 39/41-PMAG
,U1450A021F1098,354,U1450,A,21,F,1,W,98,100,100.78,100.8,100.738,100.757,2,7,CUBE,PMAG,,,PMAG,CUBE6436401,2/12/2015 4:14,JRS_SELKIN,JR,,354-U1450A-21F-1-W 98/100-PMAG
,U1450A027F1122,354,U1450,A,27,F,1,W,122,122,129.42,129.42,129.373,129.373,0,7,CUBE,PMAG,,,PMAG,CUBE6437971,2/15/2015 0:00,KASTOR,JR,CUBE97,354-U1450A-27F-1-W 122/122-PMAG
,U1450A027F1122,354,U1450,A,27,F,1,W,122,124,129.42,129.44,129.373,129.392,2,7,CUBE,PMAG,,,PMAG,CUBE6438251,2/12/2015 11:47,JRS_MEYNADIER,JR,,354-U1450A-27F-1-W 122/124-PMAG
,U1450A027F2042,354,U1450,A,27,F,2,W,42,44,130.15,130.17,130.074,130.093,2,7,CUBE,PMAG,,,PMAG,CUBE6437921,2/12/2015 0:00,KASTOR,JR,,354-U1450A-27F-2-W 42/44-PMAG
,U1450A028F1131,354,U1450,A,28,F,1,W,131,133,134.21,134.23,134.21,134.23,2,7,CUBE,PMAG,,,PMAG,CUBE6438311,2/12/2015 12:03,JRS_MEYNADIER,JR,,354-U1450A-28F-1-W 131/133-PMAG
,U1450A032F1140,354,U1450,A,32,F,1,W,140,142,153.3,153.32,153.254,153.273,2,7,CUBE,PMAG,,,PMAG,CUBE6438761,2/12/2015 14:32,JRS_VGALY,JR,,354-U1450A-32F-1-W 140/142-PMAG
,U1450A034F1110,354,U1450,A,34,F,1,W,110,112,162.5,162.52,162.406,162.424,2,7,CUBE,PMAG,,,PMAG,CUBE6439161,2/12/2015 15:49,JRS_VGALY,JR,,354-U1450A-34F-1-W 110/112-PMAG
,U1450A034F2076,354,U1450,A,34,F,2,W,76,78,163.66,163.68,163.467,163.485,2,7,CUBE,PMAG,,,PMAG,CUBE6439211,2/12/2015 15:59,JRS_VGALY,JR,,354-U1450A-34F-2-W 76/78-PMAG
,U1450A034F3022,354,U1450,A,34,F,3,W,22,24,164.62,164.64,164.344,164.362,2,7,CUBE,PMAG,,,PMAG,CUBE6439441,2/12/2015 16:07,JRS_VGALY,JR,,354-U1450A-34F-3-W 22/24-PMAG
,U1450A036F2052,354,U1450,A,36,F,2,W,52,54,172.92,172.94,172.726,172.744,2,7,CUBE,PMAG,,,PMAG,CUBE6439831,2/12/2015 17:41,JRS_VGALY,JR,,354-U1450A-36F-2-W 52/54-PMAG
,U1450A036F3043,354,U1450,A,36,F,3,W,43,45,174.33,174.35,174,174.018,2,7,CUBE,PMAG,,,PMAG,CUBE6439861,2/15/2015 0:00,KASTOR,JR,CUBE86,354-U1450A-36F-3-W 43/45-PMAG
,U1450A036F3045,354,U1450,A,36,F,3,W,45,46,174.35,174.36,174.018,174.027,1,7,CUBE,PMAG,,,PMAG,CUBE6439871,2/12/2015 17:44,JRS_VGALY,JR,,354-U1450A-36F-3-W 45/46-PMAG
,U1450A036F4026,354,U1450,A,36,F,4,W,26,28,175.26,175.28,174.841,174.859,2,7,CUBE,PMAG,,,PMAG,CUBE6439921,2/12/2015 17:48,JRS_VGALY,JR,,354-U1450A-36F-4-W 26/28-PMAG
,U1450A042F1057,354,U1450,A,42,F,1,W,57,59,199.97,199.99,199.947,199.966,2,,CUBE,PMAG,,,PMAG,CUBE6441361,2/12/2015 21:50,JRS_VGALY,JR,,354-U1450A-42F-1-W 57/59-PMAG
,U1450A042F2015,354,U1450,A,42,F,2,W,15,17,201,201.02,200.935,200.954,2,,CUBE,PMAG,,,PMAG,CUBE6441371,2/12/2015 21:52,JRS_VGALY,JR,,354-U1450A-42F-2-W 15/17-PMAG
,U1450A044F1047,354,U1450,A,44,F,1,W,47,49,209.37,209.39,209.355,209.375,2,7,CUBE,PMAG,,,PMAG,CUBE6442071,2/13/2015 0:33,JRS_VGALY,JR,,354-U1450A-44F-1-W 47/49-PMAG
,U1450A046F1114,354,U1450,A,46,F,1,W,114,116,219.54,219.56,219.463,219.482,2,7,CUBE,PMAG,,,PMAG,CUBE6442561,2/14/2015 10:11,KASTOR,JR,,354-U1450A-46F-1-W 114/116-PMAG
,U1450A048F1134,354,U1450,A,48,F,1,W,134,136,229.24,229.26,229.162,229.181,2,7,CUBE,PMAG,,,PMAG,CUBE6443251,2/13/2015 4:27,JRS_VGALY,JR,,354-U1450A-48F-1-W 134/136-PMAG
,U1450A052F1095,354,U1450,A,52,F,1,W,95,97,247.85,247.87,247.791,247.81,2,7,CUBE,PMAG,,,PMAG,CUBE6444371,2/13/2015 8:03,JRS_VGALY,JR,,354-U1450A-52F-1-W 95/97-PMAG
,U1450A052F1115,354,U1450,A,52,F,1,W,115,117,248.05,248.07,247.979,247.998,2,7,CUBE,PMAG,,,PMAG,CUBE6444401,2/13/2015 8:03,JRS_VGALY,JR,,354-U1450A-52F-1-W 115/117-PMAG
,U1450A052F2056,354,U1450,A,52,F,2,W,56,58,248.91,248.93,248.785,248.804,2,7,CUBE,PMAG,,,PMAG,CUBE6444251,2/13/2015 7:43,JRS_VGALY,JR,,354-U1450A-52F-2-W 56/58-PMAG
,U1450A058F1056,354,U1450,A,58,F,1,W,56,58,275.96,275.98,275.96,275.98,2,20,CUBE,PMAG,,,PMAG,CUBE6445541,2/13/2015 12:37,JRS_CRUZ,JR,,354-U1450A-58F-1-W 56/58-PMAG
,U1450A062F1130,354,U1450,A,62,F,1,W,130,132,295.7,295.72,295.627,295.646,2,7,CUBE,PMAG,,,PMAG,CUBE6446301,2/13/2015 14:50,JRS_CRUZ,JR,,354-U1450A-62F-1-W 130/132-PMAG
,U1450A062F2103,354,U1450,A,62,F,2,W,103,105,296.88,296.9,296.741,296.76,2,7,CUBE,PMAG,,,PMAG,CUBE6446331,2/18/2015 7:49,KASTOR,JR,,354-U1450A-62F-2-W 103/105-PMAG
,U1450A070F1050,354,U1450,A,70,F,1,W,50,52,332.9,332.92,332.9,332.92,2,7,CUBE,PMAG,,,PMAG,CUBE6448061,2/13/2015 20:23,JRS_BAHK,JR,,354-U1450A-70F-1-W 50/52-PMAG
,U1450A070F2013,354,U1450,A,70,F,2,W,13,15,333.43,333.45,333.43,333.45,2,7,CUBE,PMAG,,,PMAG,CUBE6448081,2/13/2015 20:25,JRS_BAHK,JR,,354-U1450A-70F-2-W 13/15-PMAG
,U1450A074F1094,354,U1450,A,74,F,1,W,94,96,352.34,352.36,352.34,352.36,2,7,CUBE,PMAG,,,PMAG,CUBE6448631,2/13/2015 22:13,JRS_BAHK,JR,,354-U1450A-74F-1-W 94/96-PMAG
,U1450A074F2022,354,U1450,A,74,F,2,W,22,24,353.08,353.1,353.08,353.1,2,7,CUBE,PMAG,,,PMAG,CUBE6448641,2/13/2015 22:16,JRS_BAHK,JR,,354-U1450A-74F-2-W 22/24-PMAG
,U1450A076F1058,354,U1450,A,76,F,1,W,58,60,361.48,361.5,361.467,361.486,2,7,CUBE,PMAG,,,PMAG,CUBE6449481,2/14/2015 1:17,JRS_BAHK,JR,,354-U1450A-76F-1-W 58/60-PMAG
,U1450A082F1064,354,U1450,A,82,F,1,W,64,66,389.94,389.96,389.909,389.928,2,7,CUBE,PMAG,,,PMAG,CUBE6449951,2/14/2015 4:08,JRS_BAHK,JR,,354-U1450A-82F-1-W 64/66-PMAG
,U1450A082F1117,354,U1450,A,82,F,1,W,117,119,390.47,390.49,390.413,390.432,2,7,CUBE,PMAG,,,PMAG,CUBE6449961,2/14/2015 4:10,JRS_BAHK,JR,,354-U1450A-82F-1-W 117/119-PMAG
,U1450A092F1064,354,U1450,A,92,F,1,W,64,66,437.34,437.36,437.297,437.315,2,7,CUBE,PMAG,,,PMAG,CUBE6452651,2/14/2015 13:03,JRS_FOX,JR,,354-U1450A-92F-1-W 64/66-PMAG
,U1450A092F2111,354,U1450,A,92,F,2,W,111,113,439.31,439.33,439.134,439.153,2,7,CUBE,PMAG,,,PMAG,CUBE6452671,2/14/2015 13:03,JRS_FOX,JR,,354-U1450A-92F-2-W 111/113-PMAG
,U1450A096F1069,354,U1450,A,96,F,1,W,69,71,456.39,456.41,456.39,456.41,2,7,CUBE,PMAG,,,PMAG,CUBE6453341,2/14/2015 15:56,JRS_VGALY,JR,,354-U1450A-96F-1-W 69/71-PMAG
,U1450A106F1069,354,U1450,A,106,F,1,W,69,71,503.89,503.91,503.89,503.91,2,7,CUBE,PMAG,,,PMAG,CUBE6454091,2/15/2015 0:00,CROWDER,JR,,354-U1450A-106F-1-W 69/71-PMAG
,U1450A115F1039,354,U1450,A,115,F,1,W,39,41,541.79,541.81,541.79,541.81,2,7,CUBE,PMAG,,,PMAG,CUBE6454871,2/15/2015 1:44,JRS_HUYGHE,JR,collected with cube extruder in same coord sys as pushed in cubes (extruded onto plate and covered),354-U1450A-115F-1-W 39/41-PMAG
,U1450A126F1078,354,U1450,A,126,F,1,W,78,80,609.28,609.3,609.28,609.3,2,7,CUBE,PMAG,,,PMAG,CUBE6458381,2/15/2015 17:41,JRS_HUYGHE,JR,,354-U1450A-126F-1-W 78/80-PMAG
,U1450A128F1040,354,U1450,A,128,F,1,W,40,42,618.4,618.42,618.379,618.398,2,7,CUBE,PMAG,,,PMAG,CUBE6458681,2/15/2015 20:41,JRS_HUYGHE,JR,sAME COORDINATE SYSTEM AS OTHER CUBES,354-U1450A-128F-1-W 40/42-PMAG
,U1450B002R1089,354,U1450,B,2,R,1,W,89,91,608.89,608.91,608.89,608.91,2,7,CUBE,PMAG,,,PMAG,CUBE6520551,3/9/2015 5:58,JRS_SADHIKARI,JR,,354-U1450B-2R-1-W 89/91-PMAG
,U1450B011R2041,354,U1450,B,11,R,2,W,41,43,697.3,697.32,697.3,697.32,2,7,CUBE,PMAG,,,PMAG,CUBE6523401,3/9/2015 21:49,HERRMANN,JR,,354-U1450B-11R-2-W 41/43-PMAG
,U1450B012R1114,354,U1450,B,12,R,1,W,114,116,706.24,706.26,706.24,706.26,2,7,CUBE,PMAG,,,PMAG,CUBE6524031,3/10/2015 1:14,JRS_GE,JR,,354-U1450B-12R-1-W 114/116-PMAG
,U1450B013R2102,354,U1450,B,13,R,2,W,102,104,716.99,717.01,716.99,717.01,2,7,CUBE,PMAG,,,PMAG,CUBE6524521,3/10/2015 3:13,JRS_GE,JR,,354-U1450B-13R-2-W 102/104-PMAG
,U1450B015R1133,354,U1450,B,15,R,1,W,133,135,735.53,735.55,735.53,735.55,2,7,CUBE,PMAG,,,PMAG,CUBE6525231,3/10/2015 7:26,JRS_GE,JR,,354-U1450B-15R-1-W 133/135-PMAG
,U1450B016R3054,354,U1450,B,16,R,3,W,54,56,746.8,746.82,746.8,746.82,2,,CUBE,PMAG,,,PMAG,CUBE6525871,3/10/2015 8:59,JRS_FOX,JR,,354-U1450B-16R-3-W 54/56-PMAG
,U1450B018R2027,354,U1450,B,18,R,2,W,27,29,765.05,765.07,765.05,765.07,2,7,CUBE,PMAG,,,PMAG,CUBE6526291,3/10/2015 10:48,JRS_FOX,JR,,354-U1450B-18R-2-W 27/29-PMAG
,U1450B019R3033,354,U1450,B,19,R,3,W,33,35,774.84,774.86,774.84,774.86,2,7,CUBE,PMAG,,,PMAG,CUBE6526661,3/10/2015 12:21,JRS_CRUZ,JR,,354-U1450B-19R-3-W 33/35-PMAG
,U1450B020R2077,354,U1450,B,20,R,2,W,77,79,784.97,784.99,784.97,784.99,2,7,CUBE,PMAG,,,PMAG,CUBE6526831,3/10/2015 14:17,JRS_CRUZ,JR,,354-U1450B-20R-2-W 77/79-PMAG
,U1450B021R2086,354,U1450,B,21,R,2,W,86,88,794.76,794.78,794.76,794.78,2,7,CUBE,PMAG,,,PMAG,CUBE6527131,3/10/2015 18:17,JRS_CRUZ,JR,,354-U1450B-21R-2-W 86/88-PMAG
,U1450B022R2114,354,U1450,B,22,R,2,W,114,116,804.31,804.33,804.31,804.33,2,7,CUBE,PMAG,,,PMAG,CUBE6527111,3/10/2015 18:10,JRS_CRUZ,JR,,354-U1450B-22R-2-W 114/116-PMAG
,U1451A001H2088,354,U1451,A,1,H,2,W,88,90,2.38,2.4,2.358,2.378,2,7,CUBE,PMAG,,,PMAG,CUBE6463151,2/17/2015 17:48,JRS_YOSHIDA,JR,,354-U1451A-1H-2-W 88/90-PMAG
,U1451A001H3043,354,U1451,A,1,H,3,W,43,45,3.43,3.45,3.399,3.419,2,7,CUBE,PMAG,,,PMAG,CUBE6463161,2/17/2015 17:48,JRS_YOSHIDA,JR,,354-U1451A-1H-3-W 43/45-PMAG
,U1451A002H2009,354,U1451,A,2,H,2,W,9,11,8.09,8.11,8.027,8.047,2,7,CUBE,PMAG,,,PMAG,CUBE6463911,2/17/2015 19:40,JRS_YOSHIDA,JR,,354-U1451A-2H-2-W 9/11-PMAG
,U1451A002H3126,354,U1451,A,2,H,3,W,126,128,10.76,10.78,10.592,10.612,2,7,CUBE,PMAG,,,PMAG,CUBE6463921,2/17/2015 19:40,JRS_YOSHIDA,JR,,354-U1451A-2H-3-W 126/128-PMAG
,U1451A002H4114,354,U1451,A,2,H,4,W,114,116,12.14,12.16,11.918,11.937,2,7,CUBE,PMAG,,,PMAG,CUBE6463931,2/17/2015 19:40,JRS_YOSHIDA,JR,,354-U1451A-2H-4-W 114/116-PMAG
