VSM?,VSM Sample Name,Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Length (cm),Volume (cm3),Sample type,Test,Request Code,Request number,Sample name,Text ID,Date sample logged,Sample entered by,Location,Comments,Label identifier
,U1455C029F2045,354,U1455,C,29,F,2,W,45,47,372.21,372.23,372.21,372.23,2,7,CUBE,PMAG,,,PMAG,CUBE6589341,3/23/2015 19:51,JRS_NAKAJIMA,JR,,354-U1455C-29F-2-W 45/47-PMAG
,U1455C029F3039,354,U1455,C,29,F,3,,39,41,373.65,373.67,373.65,373.67,2,7,CUBE,PMAG,,,PMAG,CUBE6589351,3/23/2015 19:51,JRS_NAKAJIMA,JR,,354-U1455C-29F-3-PMAG
,U1455C029F3039,354,U1455,C,29,F,3,W,39,41,373.65,373.67,373.65,373.67,2,7,CUBE,PMAG,,,PMAG,CUBE6589361,3/23/2015 19:52,JRS_NAKAJIMA,JR,,354-U1455C-29F-3-W 39/41-PMAG
,U1455C031F1095,354,U1455,C,31,F,1,W,95,97,381.55,381.57,381.55,381.57,2,7,CUBE,PMAG,,,PMAG,CUBE6589661,3/23/2015 23:00,JRS_NAKAJIMA,JR,,354-U1455C-31F-1-W 95/97-PMAG
,U1455C032F1044,354,U1455,C,32,F,1,W,44,46,385.74,385.76,385.74,385.76,2,7,CUBE,PMAG,,,PMAG,CUBE6590111,3/24/2015 1:25,JRS_SELKIN,JR,,354-U1455C-32F-1-W 44/46-PMAG
,U1455C033F1057,354,U1455,C,33,F,1,W,57,59,390.57,390.59,390.57,390.59,2,7,CUBE,PMAG,,,PMAG,CUBE6590501,3/24/2015 3:08,JRS_SELKIN,JR,,354-U1455C-33F-1-W 57/59-PMAG
,U1455C033F2047,354,U1455,C,33,F,2,W,47,49,391.47,391.49,391.47,391.49,2,7,CUBE,PMAG,,,PMAG,CUBE6590511,3/24/2015 3:06,JRS_SELKIN,JR,,354-U1455C-33F-2-W 47/49-PMAG
,U1455C034F1078,354,U1455,C,34,F,1,W,78,80,395.48,395.5,395.48,395.5,2,7,CUBE,PMAG,,,PMAG,CUBE6590521,3/24/2015 3:10,JRS_SELKIN,JR,,354-U1455C-34F-1-W 78/80-PMAG
,U1455C044R2018,354,U1455,C,44,R,2,W,18,20,784.41,784.43,784.41,784.43,2,7,CUBE,PMAG,,,PMAG,CUBE6594041,3/26/2015 23:46,JRS_FOX,JR,,354-U1455C-44R-2-W 18/20-PMAG
,U1455C046R1128,354,U1455,C,46,R,1,W,128,130,803.68,803.7,803.68,803.7,2,7,CUBE,PMAG,,,PMAG,CUBE6594891,3/27/2015 4:43,JRS_MANOJ,JR,,354-U1455C-46R-1-W 128/130-PMAG
,U1455C046R5010,354,U1455,C,46,R,5,W,10,12,807.78,807.8,807.78,807.8,2,7,CUBE,PMAG,,,PMAG,CUBE6594861,3/27/2015 4:40,JRS_MANOJ,JR,,354-U1455C-46R-5-W 10/12-PMAG
