,id,Mrs,Ms,Hc,Xhf,Q,Qeff,Hcr,site,hole,core,section,interval,top [cm],bottom [cm],lithology principal name,top depth csf-a (m)
124,U1453A002H3038,2.6650040302565668e-05,9.49432036898289e-05,0.01871029907379329,0.000708289540684972,6.364006715298117,4.186998475915211,0.04777135836105153,U1453,A,2,3,3,0,71,clay,12.38
125,U1453A006F3031,1.7762821450651363e-05,8.194017405905934e-05,0.018260199319702686,0.0008375094640432684,6.16111060753947,4.177053222464581,0.05966495211635686,U1453,A,6,3,3,0,69,clay,37.61
126,U1453A006H3031,1.7762821450651363e-05,8.194017405905934e-05,0.018260199319702686,0.0008375094640432684,6.16111060753947,4.177053222464581,0.05966495211635686,U1453,A,6,3,3,0,69,clay,
127,U1453A006H1092,1.9812315839029456e-05,9.294618486253977e-05,0.015912326558556456,0.0007033464851182569,6.17848522654504,4.461443051393024,0.048658800774783365,U1453,A,6,1,9,0,31,clay,
128,U1453A008F2095,4.4555183285485445e-05,0.00015913927221503728,0.018754020418154105,0.0007562268903603083,6.325940727015719,4.222855762103806,0.0575416459451333,U1453,A,8,2,9,0,95,clay,46.15
129,U1453A008F3010,1.6960564778929423e-06,1.852074028089e-05,0.00545763139404809,1.7446221696517923e-05,5.256735891824191,4.795921320988984,0.03814041698316744,U1453,A,8,3,1,0,22,clay,
130,U1453A012F1087,2.5160837745364964e-05,0.00014238299988156918,0.012828705401008778,0.0006136321622973843,6.323064037960091,5.089703741569702,0.05337655816030097,U1453,A,12,1,8,0,65,clay,63.37
131,U1453A014F3004,2.6929848204136735e-05,0.00010214104041201947,0.02083705715891626,0.0008126710409290636,6.21168130118202,4.447732147920622,0.05992556728655406,U1453,A,14,3,0,0,67,clay,74.94
132,U1453A017F2042,3.149956359552529e-05,0.0001398262320657503,0.016995488420632476,0.000848941010005106,6.235859168824253,4.805842335752192,0.055100754971426726,U1453,A,17,2,4,0,58,clay,87.92
133,U1453A023F2046,5.2897382416103136e-05,0.00016853928093212315,0.023946740598745686,0.0008593964642750524,6.341575210267009,4.953669600417959,0.06595490258180384,U1453,A,23,2,4,0,140,clay,116.16
134,U1453A028F2030,6.529908038172666e-05,0.000145064467636555,0.031042429322534093,0.0008913855652721162,6.216810498670219,4.910792682169538,0.06570978484685108,U1453,A,28,2,3,0,124,clay,139.5
135,U1453A029F3028,1.1404935463573687e-05,4.655119383129263e-05,0.028218562609615527,0.0010377606663747529,6.156884637070589,3.5512396109466424,0.07235487682140898,U1453,A,29,3,2,0,150,calcareous clay,
136,U1453A029F4055,4.898403697387832e-06,4.046908699657922e-05,0.014256223632379883,0.0007378214758596129,6.114043879984505,3.6594052155470966,0.03604286137921574,U1453,A,29,4,5,0,150,calcareous clay,
137,U1453A029F5077,1.26669493190801e-06,1.3129810167047343e-05,0.026662670398730937,0.0008905997021990459,6.015281264968809,2.740718459972483,0.03978755212433654,U1453,A,29,5,7,0,108,calcareous clay,
138,U1454B001H1060,5.389262448562553e-07,5.119288692328609e-06,0.012522618794565954,1.865362791230506e-05,5.108700544918842,4.167448178985728,0.029588470066874102,U1454,B,1,1,6,0,22,calcareous clay,
139,U1454B001H1060,5.389262448562553e-07,5.119288692328609e-06,0.012522618794565954,1.865362791230506e-05,5.108700544918842,4.167448178985728,0.029588470066874102,U1454,B,1,1,6,0,22,calcareous clay,
140,U1454B002H3060,9.852913695471918e-07,3.7340697581255067e-06,0.04330772785383663,2.3190355789464805e-05,5.348490528123651,4.052167182477502,0.05584543571107777,U1454,B,2,3,6,0,150,clay,
141,U1454B002H3060,9.852913695471918e-07,3.7340697581255067e-06,0.04330772785383663,2.3190355789464805e-05,5.348490528123651,4.052167182477502,0.05584543571107777,U1454,B,2,3,6,0,150,clay,
142,U1454B002H6060,6.808687370242627e-07,3.635151097226204e-06,0.011024976435882072,2.1675116243138818e-05,4.977809012326133,3.6884383737697366,0.047140469153015715,U1454,B,2,6,6,0,74,clay,
143,U1454B002H6060,6.808687370242627e-07,3.635151097226204e-06,0.011024976435882072,2.1675116243138818e-05,4.977809012326133,3.6884383737697366,0.047140469153015715,U1454,B,2,6,6,0,74,clay,
144,U1454B003H2060,1.7178625604923396e-06,5.505235682235901e-06,0.019621713757185688,2.1121653500822077e-05,5.130501173361597,4.06253938628557,0.0601159751411281,U1454,B,3,2,6,0,98,calcareous clay,
145,U1454B003H2060,1.7178625604923396e-06,5.505235682235901e-06,0.019621713757185688,2.1121653500822077e-05,5.130501173361597,4.06253938628557,0.0601159751411281,U1454,B,3,2,6,0,98,calcareous clay,
146,U1454B003H3060,7.612230222688389e-07,3.5668524754030185e-06,0.020212675660021162,2.367452205481978e-05,5.104326955541942,3.815175284971176,0.051090704169583556,U1454,B,3,3,6,0,150,clay,
147,U1454B003H3060,7.612230222688389e-07,3.5668524754030185e-06,0.020212675660021162,2.367452205481978e-05,5.104326955541942,3.815175284971176,0.051090704169583556,U1454,B,3,3,6,0,150,clay,
148,U1454B003H7060,8.967858346940258e-07,4.293143808913675e-06,0.01878911850409204,2.3980889851987723e-05,5.281222509158272,4.0555570633218405,0.05177639607491335,U1454,B,3,7,6,0,71,clay,
149,U1454B003H7060,8.967858346940258e-07,4.293143808913675e-06,0.01878911850409204,2.3980889851987723e-05,5.281222509158272,4.0555570633218405,0.05177639607491335,U1454,B,3,7,6,0,71,clay,
150,U1454B004H3050,9.515937555811313e-07,2.239202760777986e-05,0.003338635485832242,1.4982735095228816e-05,4.639472881665556,4.14247423923861,0.012952131746152697,U1454,B,4,3,5,0,110,sand,
151,U1454B004H3050,9.515937555811313e-07,2.239202760777986e-05,0.003338635485832242,1.4982735095228816e-05,4.639472881665556,4.14247423923861,0.012952131746152697,U1454,B,4,3,5,0,110,sand,
152,U1454B004H4050,1.522494845405729e-06,4.962014820924171e-05,0.0009539433409263132,1.3555633383574196e-05,3.415615178726084,3.1835594359524415,0.005350932545830231,U1454,B,4,4,5,0,107,sand,
153,U1454B004H4050,1.522494845405729e-06,4.962014820924171e-05,0.0009539433409263132,1.3555633383574196e-05,3.415615178726084,3.1835594359524415,0.005350932545830231,U1454,B,4,4,5,0,107,sand,
